,char_id,example #,x,y
0,26,0,0.7466666666666667,0.23333333333333334
1,26,1,0.22,0.16666666666666666
2,26,2,0.6666666666666666,0.6866666666666666
3,26,3,0.6933333333333334,0.18
4,26,4,0.26,0.8333333333333334
5,26,5,0.8133333333333334,0.82
6,26,6,0.72,0.78
7,26,7,0.74,0.7066666666666667
8,26,8,0.3333333333333333,0.3333333333333333
9,26,9,0.29333333333333333,0.7066666666666667
10,26,10,0.7333333333333333,0.18
11,26,11,0.25333333333333335,0.82
12,26,12,0.8,0.18
13,26,13,0.22,0.7333333333333333
14,26,14,0.7533333333333333,0.8066666666666666
15,26,15,0.28,0.78
16,26,16,0.24666666666666667,0.7933333333333333
17,26,17,0.6933333333333334,0.6666666666666666
18,26,18,0.24,0.16666666666666666
19,26,19,0.2866666666666667,0.19333333333333333
20,26,20,0.32666666666666666,0.8333333333333334
21,26,21,0.23333333333333334,0.25333333333333335
22,26,22,0.7666666666666667,0.25333333333333335
23,26,23,0.2866666666666667,0.32
