,char_id,example #,x,y
0,140,0,0.6933333333333334,0.6733333333333333
1,140,1,0.8066666666666666,0.21333333333333335
2,140,2,0.29333333333333333,0.2866666666666667
3,140,3,0.22666666666666666,0.2
4,140,4,0.16666666666666666,0.3
5,140,5,0.7,0.22
6,140,6,0.82,0.6733333333333333
7,140,7,0.25333333333333335,0.22666666666666666
8,140,8,0.32666666666666666,0.19333333333333333
9,140,9,0.7,0.21333333333333335
10,140,10,0.74,0.21333333333333335
11,140,11,0.32,0.8333333333333334
12,140,12,0.3333333333333333,0.7666666666666667
13,140,13,0.7666666666666667,0.26
14,140,14,0.8333333333333334,0.2866666666666667
15,140,15,0.82,0.25333333333333335
16,140,16,0.32,0.7933333333333333
17,140,17,0.22,0.25333333333333335
18,140,18,0.7133333333333334,0.6666666666666666
19,140,19,0.22,0.7266666666666667
20,140,20,0.7666666666666667,0.7133333333333334
21,140,21,0.7133333333333334,0.32
22,140,22,0.2866666666666667,0.6733333333333333
23,140,23,0.31333333333333335,0.3
