,char_id,example #,x,y
0,964,0,0.2,0.31333333333333335
1,964,1,0.3333333333333333,0.19333333333333333
2,964,2,0.18,0.18666666666666668
3,964,3,0.7066666666666667,0.19333333333333333
4,964,4,0.2733333333333333,0.2866666666666667
5,964,5,0.6866666666666666,0.74
6,964,6,0.3333333333333333,0.7266666666666667
7,964,7,0.28,0.22666666666666666
8,964,8,0.21333333333333335,0.7933333333333333
9,964,9,0.6733333333333333,0.18666666666666668
10,964,10,0.74,0.18666666666666668
11,964,11,0.7666666666666667,0.2866666666666667
12,964,12,0.24,0.28
13,964,13,0.7933333333333333,0.6733333333333333
14,964,14,0.25333333333333335,0.31333333333333335
15,964,15,0.7133333333333334,0.6733333333333333
16,964,16,0.7666666666666667,0.8133333333333334
17,964,17,0.28,0.28
18,964,18,0.7066666666666667,0.7333333333333333
19,964,19,0.21333333333333335,0.20666666666666667
20,964,20,0.78,0.32666666666666666
21,964,21,0.7733333333333333,0.22
22,964,22,0.22666666666666666,0.6866666666666666
23,964,23,0.2866666666666667,0.8066666666666666
