,char_id,example #,x,y
0,883,0,0.6933333333333334,0.6866666666666666
1,883,1,0.7,0.28
2,883,2,0.32666666666666666,0.68
3,883,3,0.8066666666666666,0.6933333333333334
4,883,4,0.3,0.7133333333333334
5,883,5,0.23333333333333334,0.21333333333333335
6,883,6,0.2866666666666667,0.20666666666666667
7,883,7,0.7733333333333333,0.2866666666666667
8,883,8,0.24666666666666667,0.2733333333333333
9,883,9,0.7466666666666667,0.6666666666666666
10,883,10,0.82,0.26666666666666666
11,883,11,0.3,0.28
12,883,12,0.25333333333333335,0.26666666666666666
13,883,13,0.7333333333333333,0.8333333333333334
14,883,14,0.8133333333333334,0.20666666666666667
15,883,15,0.7866666666666666,0.30666666666666664
16,883,16,0.8333333333333334,0.19333333333333333
17,883,17,0.6666666666666666,0.6666666666666666
18,883,18,0.30666666666666664,0.2733333333333333
19,883,19,0.2,0.8333333333333334
20,883,20,0.7866666666666666,0.17333333333333334
21,883,21,0.18666666666666668,0.7666666666666667
22,883,22,0.32,0.7933333333333333
23,883,23,0.82,0.25333333333333335
