,char_id,example #,x,y
0,513,0,0.76,0.28
1,513,1,0.7866666666666666,0.18666666666666668
2,513,2,0.7,0.3
3,513,3,0.3,0.72
4,513,4,0.3,0.28
5,513,5,0.7066666666666667,0.21333333333333335
6,513,6,0.7066666666666667,0.26
7,513,7,0.7933333333333333,0.74
8,513,8,0.2733333333333333,0.26666666666666666
9,513,9,0.78,0.7666666666666667
10,513,10,0.26666666666666666,0.7466666666666667
11,513,11,0.6866666666666666,0.72
12,513,12,0.7533333333333333,0.8133333333333334
13,513,13,0.21333333333333335,0.23333333333333334
14,513,14,0.7466666666666667,0.18666666666666668
15,513,15,0.25333333333333335,0.6733333333333333
16,513,16,0.16666666666666666,0.7666666666666667
17,513,17,0.76,0.32666666666666666
18,513,18,0.2,0.7733333333333333
19,513,19,0.24666666666666667,0.18666666666666668
20,513,20,0.7333333333333333,0.2866666666666667
21,513,21,0.7066666666666667,0.23333333333333334
22,513,22,0.2866666666666667,0.23333333333333334
23,513,23,0.7933333333333333,0.7933333333333333
