,char_id,example #,x,y
0,100,0,0.8133333333333334,0.76
1,100,1,0.26,0.68
2,100,2,0.6666666666666666,0.28
3,100,3,0.3,0.7933333333333333
4,100,4,0.28,0.68
5,100,5,0.7266666666666667,0.28
6,100,6,0.7333333333333333,0.2733333333333333
7,100,7,0.8,0.8066666666666666
8,100,8,0.7933333333333333,0.30666666666666664
9,100,9,0.7,0.26666666666666666
10,100,10,0.6933333333333334,0.6933333333333334
11,100,11,0.25333333333333335,0.2
12,100,12,0.7333333333333333,0.6733333333333333
13,100,13,0.7933333333333333,0.7466666666666667
14,100,14,0.32,0.6933333333333334
15,100,15,0.19333333333333333,0.68
16,100,16,0.7666666666666667,0.7866666666666666
17,100,17,0.78,0.22
18,100,18,0.7533333333333333,0.8
19,100,19,0.26666666666666666,0.68
20,100,20,0.7266666666666667,0.7666666666666667
21,100,21,0.19333333333333333,0.8133333333333334
22,100,22,0.6866666666666666,0.32666666666666666
23,100,23,0.25333333333333335,0.32
