,char_id,example #,x,y
0,680,0,0.8133333333333334,0.28
1,680,1,0.2,0.25333333333333335
2,680,2,0.22666666666666666,0.6666666666666666
3,680,3,0.26,0.8333333333333334
4,680,4,0.16666666666666666,0.17333333333333334
5,680,5,0.8333333333333334,0.7333333333333333
6,680,6,0.3333333333333333,0.8133333333333334
7,680,7,0.6666666666666666,0.22666666666666666
8,680,8,0.22666666666666666,0.16666666666666666
9,680,9,0.20666666666666667,0.24
10,680,10,0.8,0.21333333333333335
11,680,11,0.22666666666666666,0.26
12,680,12,0.76,0.28
13,680,13,0.3333333333333333,0.25333333333333335
14,680,14,0.8266666666666667,0.24666666666666667
15,680,15,0.7466666666666667,0.24
16,680,16,0.8,0.7933333333333333
17,680,17,0.22,0.7933333333333333
18,680,18,0.18,0.3333333333333333
19,680,19,0.32,0.23333333333333334
20,680,20,0.2866666666666667,0.6733333333333333
21,680,21,0.78,0.7333333333333333
22,680,22,0.7666666666666667,0.8266666666666667
23,680,23,0.25333333333333335,0.7866666666666666
