,char_id,example #,x,y
0,43,0,0.8066666666666666,0.82
1,43,1,0.7,0.6733333333333333
2,43,2,0.8,0.26
3,43,3,0.76,0.6933333333333334
4,43,4,0.7866666666666666,0.29333333333333333
5,43,5,0.8066666666666666,0.24666666666666667
6,43,6,0.7466666666666667,0.7666666666666667
7,43,7,0.7266666666666667,0.8333333333333334
8,43,8,0.3333333333333333,0.72
9,43,9,0.6933333333333334,0.2866666666666667
10,43,10,0.7666666666666667,0.7333333333333333
11,43,11,0.7533333333333333,0.68
12,43,12,0.30666666666666664,0.7666666666666667
13,43,13,0.22,0.8066666666666666
14,43,14,0.72,0.23333333333333334
15,43,15,0.18666666666666668,0.30666666666666664
16,43,16,0.2,0.7266666666666667
17,43,17,0.21333333333333335,0.6733333333333333
18,43,18,0.7266666666666667,0.32666666666666666
19,43,19,0.18666666666666668,0.21333333333333335
20,43,20,0.7466666666666667,0.82
21,43,21,0.7933333333333333,0.29333333333333333
22,43,22,0.24666666666666667,0.30666666666666664
23,43,23,0.8133333333333334,0.7066666666666667
