,char_id,example #,x,y
0,32,0,0.26666666666666666,0.18
1,32,1,0.7266666666666667,0.76
2,32,2,0.30666666666666664,0.3
3,32,3,0.7133333333333334,0.32
4,32,4,0.68,0.3333333333333333
5,32,5,0.2733333333333333,0.78
6,32,6,0.28,0.22
7,32,7,0.2,0.20666666666666667
8,32,8,0.68,0.78
9,32,9,0.29333333333333333,0.16666666666666666
10,32,10,0.18,0.7133333333333334
11,32,11,0.23333333333333334,0.31333333333333335
12,32,12,0.6866666666666666,0.7466666666666667
13,32,13,0.8,0.3
14,32,14,0.7866666666666666,0.2
15,32,15,0.25333333333333335,0.78
16,32,16,0.7133333333333334,0.7133333333333334
17,32,17,0.6866666666666666,0.22666666666666666
18,32,18,0.7866666666666666,0.7933333333333333
19,32,19,0.17333333333333334,0.68
20,32,20,0.3,0.21333333333333335
21,32,21,0.16666666666666666,0.22666666666666666
22,32,22,0.20666666666666667,0.8066666666666666
23,32,23,0.7133333333333334,0.2
