,char_id,example #,x,y
0,724,0,0.2733333333333333,0.2866666666666667
1,724,1,0.21333333333333335,0.26666666666666666
2,724,2,0.78,0.7933333333333333
3,724,3,0.78,0.7466666666666667
4,724,4,0.24666666666666667,0.78
5,724,5,0.16666666666666666,0.74
6,724,6,0.32666666666666666,0.7066666666666667
7,724,7,0.30666666666666664,0.7466666666666667
8,724,8,0.76,0.7666666666666667
9,724,9,0.16666666666666666,0.21333333333333335
10,724,10,0.6733333333333333,0.31333333333333335
11,724,11,0.24666666666666667,0.32
12,724,12,0.2866666666666667,0.24666666666666667
13,724,13,0.23333333333333334,0.2866666666666667
14,724,14,0.18,0.17333333333333334
15,724,15,0.2866666666666667,0.8133333333333334
16,724,16,0.76,0.8266666666666667
17,724,17,0.8133333333333334,0.23333333333333334
18,724,18,0.30666666666666664,0.7333333333333333
19,724,19,0.8133333333333334,0.6733333333333333
20,724,20,0.6733333333333333,0.22
21,724,21,0.6733333333333333,0.8066666666666666
22,724,22,0.7133333333333334,0.8266666666666667
23,724,23,0.6733333333333333,0.7933333333333333
