,char_id,example #,x,y
0,151,0,0.8133333333333334,0.24666666666666667
1,151,1,0.8,0.7266666666666667
2,151,2,0.24,0.2866666666666667
3,151,3,0.68,0.29333333333333333
4,151,4,0.31333333333333335,0.2733333333333333
5,151,5,0.22,0.31333333333333335
6,151,6,0.7866666666666666,0.21333333333333335
7,151,7,0.3333333333333333,0.3
8,151,8,0.7733333333333333,0.32666666666666666
9,151,9,0.32666666666666666,0.8133333333333334
10,151,10,0.7666666666666667,0.6866666666666666
11,151,11,0.18666666666666668,0.32
12,151,12,0.7866666666666666,0.3
13,151,13,0.7466666666666667,0.7
14,151,14,0.78,0.74
15,151,15,0.6866666666666666,0.7733333333333333
16,151,16,0.72,0.7466666666666667
17,151,17,0.18,0.3
18,151,18,0.6666666666666666,0.8
19,151,19,0.82,0.8333333333333334
20,151,20,0.30666666666666664,0.8066666666666666
21,151,21,0.3,0.23333333333333334
22,151,22,0.7733333333333333,0.30666666666666664
23,151,23,0.7933333333333333,0.7133333333333334
