,char_id,example #,x,y
0,227,0,0.7666666666666667,0.7333333333333333
1,227,1,0.6933333333333334,0.28
2,227,2,0.25333333333333335,0.2866666666666667
3,227,3,0.7133333333333334,0.7733333333333333
4,227,4,0.2866666666666667,0.30666666666666664
5,227,5,0.7866666666666666,0.82
6,227,6,0.7533333333333333,0.24
7,227,7,0.78,0.7133333333333334
8,227,8,0.17333333333333334,0.2733333333333333
9,227,9,0.8333333333333334,0.8266666666666667
10,227,10,0.22,0.32
11,227,11,0.8133333333333334,0.29333333333333333
12,227,12,0.25333333333333335,0.26666666666666666
13,227,13,0.23333333333333334,0.16666666666666666
14,227,14,0.18,0.32
15,227,15,0.31333333333333335,0.76
16,227,16,0.22,0.18666666666666668
17,227,17,0.7466666666666667,0.32666666666666666
18,227,18,0.21333333333333335,0.28
19,227,19,0.28,0.7333333333333333
20,227,20,0.32,0.78
21,227,21,0.8133333333333334,0.2866666666666667
22,227,22,0.24,0.7533333333333333
23,227,23,0.6666666666666666,0.6866666666666666
