,char_id,example #,x,y
0,472,0,0.78,0.29333333333333333
1,472,1,0.22,0.25333333333333335
2,472,2,0.18666666666666668,0.7
3,472,3,0.24666666666666667,0.72
4,472,4,0.31333333333333335,0.2733333333333333
5,472,5,0.2866666666666667,0.25333333333333335
6,472,6,0.21333333333333335,0.7333333333333333
7,472,7,0.6866666666666666,0.6866666666666666
8,472,8,0.31333333333333335,0.2733333333333333
9,472,9,0.7133333333333334,0.26
10,472,10,0.32,0.24
11,472,11,0.18,0.7933333333333333
12,472,12,0.8333333333333334,0.22
13,472,13,0.25333333333333335,0.8333333333333334
14,472,14,0.24,0.8
15,472,15,0.8133333333333334,0.28
16,472,16,0.16666666666666666,0.6666666666666666
17,472,17,0.72,0.7733333333333333
18,472,18,0.20666666666666667,0.7933333333333333
19,472,19,0.3333333333333333,0.72
20,472,20,0.29333333333333333,0.78
21,472,21,0.8066666666666666,0.2
22,472,22,0.21333333333333335,0.28
23,472,23,0.26,0.7733333333333333
