,char_id,example #,x,y
0,488,0,0.2,0.68
1,488,1,0.82,0.7133333333333334
2,488,2,0.8266666666666667,0.76
3,488,3,0.17333333333333334,0.74
4,488,4,0.2733333333333333,0.76
5,488,5,0.22666666666666666,0.8333333333333334
6,488,6,0.3333333333333333,0.8333333333333334
7,488,7,0.3333333333333333,0.7466666666666667
8,488,8,0.17333333333333334,0.32666666666666666
9,488,9,0.20666666666666667,0.29333333333333333
10,488,10,0.8133333333333334,0.20666666666666667
11,488,11,0.18,0.20666666666666667
12,488,12,0.3,0.17333333333333334
13,488,13,0.29333333333333333,0.16666666666666666
14,488,14,0.8,0.24666666666666667
15,488,15,0.6733333333333333,0.7533333333333333
16,488,16,0.3333333333333333,0.17333333333333334
17,488,17,0.24666666666666667,0.3
18,488,18,0.31333333333333335,0.2866666666666667
19,488,19,0.24666666666666667,0.7733333333333333
20,488,20,0.32,0.6933333333333334
21,488,21,0.6666666666666666,0.19333333333333333
22,488,22,0.2,0.31333333333333335
23,488,23,0.23333333333333334,0.6666666666666666
