,char_id,example #,x,y
0,573,0,0.7333333333333333,0.18
1,573,1,0.2,0.3
2,573,2,0.72,0.30666666666666664
3,573,3,0.7466666666666667,0.8133333333333334
4,573,4,0.7466666666666667,0.8066666666666666
5,573,5,0.17333333333333334,0.18666666666666668
6,573,6,0.16666666666666666,0.78
7,573,7,0.29333333333333333,0.26
8,573,8,0.3333333333333333,0.78
9,573,9,0.8133333333333334,0.7733333333333333
10,573,10,0.7866666666666666,0.22
11,573,11,0.24666666666666667,0.32666666666666666
12,573,12,0.32666666666666666,0.76
13,573,13,0.7533333333333333,0.23333333333333334
14,573,14,0.6933333333333334,0.24666666666666667
15,573,15,0.32666666666666666,0.2733333333333333
16,573,16,0.7133333333333334,0.7266666666666667
17,573,17,0.7,0.6933333333333334
18,573,18,0.19333333333333333,0.18666666666666668
19,573,19,0.6733333333333333,0.8266666666666667
20,573,20,0.7066666666666667,0.2
21,573,21,0.2,0.7666666666666667
22,573,22,0.8266666666666667,0.72
23,573,23,0.74,0.20666666666666667
