,char_id,example #,x,y
0,909,0,0.7733333333333333,0.2733333333333333
1,909,1,0.7066666666666667,0.8333333333333334
2,909,2,0.24,0.74
3,909,3,0.8066666666666666,0.32666666666666666
4,909,4,0.7933333333333333,0.8066666666666666
5,909,5,0.82,0.6933333333333334
6,909,6,0.2733333333333333,0.7333333333333333
7,909,7,0.23333333333333334,0.24666666666666667
8,909,8,0.7266666666666667,0.29333333333333333
9,909,9,0.6666666666666666,0.24
10,909,10,0.23333333333333334,0.7
11,909,11,0.7933333333333333,0.8333333333333334
12,909,12,0.2866666666666667,0.26666666666666666
13,909,13,0.7933333333333333,0.76
14,909,14,0.16666666666666666,0.2733333333333333
15,909,15,0.7333333333333333,0.3333333333333333
16,909,16,0.17333333333333334,0.18
17,909,17,0.24666666666666667,0.7
18,909,18,0.7333333333333333,0.6866666666666666
19,909,19,0.2,0.2733333333333333
20,909,20,0.25333333333333335,0.74
21,909,21,0.76,0.23333333333333334
22,909,22,0.30666666666666664,0.26
23,909,23,0.18,0.32666666666666666
