,char_id,example #,x,y
0,348,0,0.2733333333333333,0.7533333333333333
1,348,1,0.7933333333333333,0.26666666666666666
2,348,2,0.7066666666666667,0.6866666666666666
3,348,3,0.22,0.20666666666666667
4,348,4,0.2866666666666667,0.68
5,348,5,0.22,0.74
6,348,6,0.18,0.26
7,348,7,0.6933333333333334,0.7666666666666667
8,348,8,0.7933333333333333,0.18
9,348,9,0.20666666666666667,0.26
10,348,10,0.7333333333333333,0.6666666666666666
11,348,11,0.32666666666666666,0.8133333333333334
12,348,12,0.7133333333333334,0.23333333333333334
13,348,13,0.32,0.18666666666666668
14,348,14,0.76,0.7066666666666667
15,348,15,0.2733333333333333,0.72
16,348,16,0.30666666666666664,0.76
17,348,17,0.7,0.7066666666666667
18,348,18,0.23333333333333334,0.78
19,348,19,0.74,0.8
20,348,20,0.32666666666666666,0.7933333333333333
21,348,21,0.2866666666666667,0.68
22,348,22,0.2733333333333333,0.22666666666666666
23,348,23,0.7933333333333333,0.2733333333333333
