,char_id,example #,x,y
0,853,0,0.7066666666666667,0.74
1,853,1,0.32666666666666666,0.8266666666666667
2,853,2,0.7866666666666666,0.3
3,853,3,0.76,0.8266666666666667
4,853,4,0.3333333333333333,0.8
5,853,5,0.22,0.22
6,853,6,0.22666666666666666,0.26
7,853,7,0.7133333333333334,0.32666666666666666
8,853,8,0.78,0.7933333333333333
9,853,9,0.7133333333333334,0.7866666666666666
10,853,10,0.31333333333333335,0.7733333333333333
11,853,11,0.7,0.19333333333333333
12,853,12,0.29333333333333333,0.2866666666666667
13,853,13,0.7466666666666667,0.7866666666666666
14,853,14,0.26,0.7933333333333333
15,853,15,0.7066666666666667,0.26666666666666666
16,853,16,0.28,0.76
17,853,17,0.32666666666666666,0.76
18,853,18,0.16666666666666666,0.8066666666666666
19,853,19,0.8333333333333334,0.3
20,853,20,0.28,0.7066666666666667
21,853,21,0.7,0.7133333333333334
22,853,22,0.18666666666666668,0.16666666666666666
23,853,23,0.7466666666666667,0.8133333333333334
