,char_id,example #,x,y
0,83,0,0.7266666666666667,0.22666666666666666
1,83,1,0.3,0.7733333333333333
2,83,2,0.6933333333333334,0.32666666666666666
3,83,3,0.8,0.8066666666666666
4,83,4,0.29333333333333333,0.7133333333333334
5,83,5,0.8333333333333334,0.3
6,83,6,0.24,0.76
7,83,7,0.8333333333333334,0.7266666666666667
8,83,8,0.28,0.22666666666666666
9,83,9,0.3333333333333333,0.24
10,83,10,0.30666666666666664,0.7
11,83,11,0.29333333333333333,0.82
12,83,12,0.18,0.28
13,83,13,0.23333333333333334,0.25333333333333335
14,83,14,0.8333333333333334,0.3333333333333333
15,83,15,0.21333333333333335,0.8266666666666667
16,83,16,0.7333333333333333,0.6933333333333334
17,83,17,0.76,0.18
18,83,18,0.3333333333333333,0.23333333333333334
19,83,19,0.8333333333333334,0.6666666666666666
20,83,20,0.8066666666666666,0.82
21,83,21,0.7333333333333333,0.2
22,83,22,0.8266666666666667,0.8133333333333334
23,83,23,0.8333333333333334,0.6666666666666666
