,char_id,example #,x,y
0,133,0,0.29333333333333333,0.7666666666666667
1,133,1,0.31333333333333335,0.17333333333333334
2,133,2,0.6933333333333334,0.8066666666666666
3,133,3,0.8266666666666667,0.8266666666666667
4,133,4,0.6933333333333334,0.20666666666666667
5,133,5,0.32,0.30666666666666664
6,133,6,0.19333333333333333,0.16666666666666666
7,133,7,0.82,0.7533333333333333
8,133,8,0.8333333333333334,0.8266666666666667
9,133,9,0.16666666666666666,0.25333333333333335
10,133,10,0.7666666666666667,0.18
11,133,11,0.3333333333333333,0.6866666666666666
12,133,12,0.8066666666666666,0.20666666666666667
13,133,13,0.7533333333333333,0.72
14,133,14,0.82,0.8133333333333334
15,133,15,0.2866666666666667,0.29333333333333333
16,133,16,0.8266666666666667,0.8066666666666666
17,133,17,0.6666666666666666,0.6933333333333334
18,133,18,0.7866666666666666,0.16666666666666666
19,133,19,0.18666666666666668,0.7733333333333333
20,133,20,0.8066666666666666,0.2733333333333333
21,133,21,0.7466666666666667,0.7266666666666667
22,133,22,0.2733333333333333,0.7933333333333333
23,133,23,0.24666666666666667,0.7133333333333334
