,char_id,example #,x,y
0,742,0,0.7666666666666667,0.16666666666666666
1,742,1,0.7933333333333333,0.82
2,742,2,0.26,0.6666666666666666
3,742,3,0.24,0.7133333333333334
4,742,4,0.3,0.26
5,742,5,0.8,0.29333333333333333
6,742,6,0.68,0.7133333333333334
7,742,7,0.68,0.3333333333333333
8,742,8,0.76,0.22666666666666666
9,742,9,0.28,0.25333333333333335
10,742,10,0.6933333333333334,0.7666666666666667
11,742,11,0.21333333333333335,0.18666666666666668
12,742,12,0.31333333333333335,0.7733333333333333
13,742,13,0.7733333333333333,0.25333333333333335
14,742,14,0.23333333333333334,0.78
15,742,15,0.8333333333333334,0.23333333333333334
16,742,16,0.26666666666666666,0.25333333333333335
17,742,17,0.22,0.2
18,742,18,0.82,0.7866666666666666
19,742,19,0.7066666666666667,0.8066666666666666
20,742,20,0.30666666666666664,0.25333333333333335
21,742,21,0.29333333333333333,0.7466666666666667
22,742,22,0.3,0.7733333333333333
23,742,23,0.6733333333333333,0.17333333333333334
