,char_id,example #,x,y
0,389,0,0.28,0.7666666666666667
1,389,1,0.8266666666666667,0.24666666666666667
2,389,2,0.7133333333333334,0.8133333333333334
3,389,3,0.78,0.68
4,389,4,0.76,0.26666666666666666
5,389,5,0.8066666666666666,0.16666666666666666
6,389,6,0.3,0.21333333333333335
7,389,7,0.2,0.30666666666666664
8,389,8,0.18,0.6733333333333333
9,389,9,0.16666666666666666,0.24666666666666667
10,389,10,0.32666666666666666,0.8333333333333334
11,389,11,0.26,0.7733333333333333
12,389,12,0.21333333333333335,0.7266666666666667
13,389,13,0.2733333333333333,0.2
14,389,14,0.6733333333333333,0.2733333333333333
15,389,15,0.24,0.22666666666666666
16,389,16,0.78,0.7666666666666667
17,389,17,0.18666666666666668,0.32666666666666666
18,389,18,0.78,0.31333333333333335
19,389,19,0.32666666666666666,0.7266666666666667
20,389,20,0.19333333333333333,0.19333333333333333
21,389,21,0.7333333333333333,0.2866666666666667
22,389,22,0.8333333333333334,0.29333333333333333
23,389,23,0.6666666666666666,0.76
