,char_id,example #,x,y
0,725,0,0.7266666666666667,0.16666666666666666
1,725,1,0.7333333333333333,0.24666666666666667
2,725,2,0.8333333333333334,0.22
3,725,3,0.78,0.3
4,725,4,0.76,0.6933333333333334
5,725,5,0.8133333333333334,0.26666666666666666
6,725,6,0.8266666666666667,0.76
7,725,7,0.20666666666666667,0.7933333333333333
8,725,8,0.6733333333333333,0.78
9,725,9,0.82,0.24666666666666667
10,725,10,0.17333333333333334,0.8333333333333334
11,725,11,0.78,0.26
12,725,12,0.7466666666666667,0.2733333333333333
13,725,13,0.22,0.7066666666666667
14,725,14,0.8333333333333334,0.22
15,725,15,0.2733333333333333,0.7333333333333333
16,725,16,0.23333333333333334,0.68
17,725,17,0.78,0.22666666666666666
18,725,18,0.29333333333333333,0.22666666666666666
19,725,19,0.19333333333333333,0.22666666666666666
20,725,20,0.16666666666666666,0.8133333333333334
21,725,21,0.8333333333333334,0.2866666666666667
22,725,22,0.21333333333333335,0.76
23,725,23,0.32666666666666666,0.7333333333333333
