,char_id,example #,x,y
0,45,0,0.28,0.7666666666666667
1,45,1,0.8266666666666667,0.29333333333333333
2,45,2,0.7266666666666667,0.28
3,45,3,0.6866666666666666,0.8
4,45,4,0.7266666666666667,0.26
5,45,5,0.32,0.7333333333333333
6,45,6,0.76,0.74
7,45,7,0.7066666666666667,0.8333333333333334
8,45,8,0.82,0.6666666666666666
9,45,9,0.30666666666666664,0.29333333333333333
10,45,10,0.8,0.7666666666666667
11,45,11,0.74,0.8266666666666667
12,45,12,0.6733333333333333,0.8066666666666666
13,45,13,0.32,0.7
14,45,14,0.29333333333333333,0.24666666666666667
15,45,15,0.72,0.8
16,45,16,0.8066666666666666,0.29333333333333333
17,45,17,0.6733333333333333,0.8133333333333334
18,45,18,0.8266666666666667,0.2866666666666667
19,45,19,0.8133333333333334,0.20666666666666667
20,45,20,0.7066666666666667,0.24666666666666667
21,45,21,0.32666666666666666,0.6866666666666666
22,45,22,0.18,0.7533333333333333
23,45,23,0.26666666666666666,0.6933333333333334
