,char_id,example #,x,y
0,653,0,0.82,0.31333333333333335
1,653,1,0.32666666666666666,0.78
2,653,2,0.78,0.21333333333333335
3,653,3,0.7533333333333333,0.7066666666666667
4,653,4,0.7266666666666667,0.32
5,653,5,0.32,0.24666666666666667
6,653,6,0.8133333333333334,0.7466666666666667
7,653,7,0.7133333333333334,0.7466666666666667
8,653,8,0.25333333333333335,0.8133333333333334
9,653,9,0.8,0.3333333333333333
10,653,10,0.72,0.7933333333333333
11,653,11,0.17333333333333334,0.16666666666666666
12,653,12,0.8266666666666667,0.76
13,653,13,0.8133333333333334,0.6666666666666666
14,653,14,0.8133333333333334,0.17333333333333334
15,653,15,0.26,0.2866666666666667
16,653,16,0.3,0.82
17,653,17,0.18,0.6666666666666666
18,653,18,0.18,0.26666666666666666
19,653,19,0.16666666666666666,0.3333333333333333
20,653,20,0.8,0.8266666666666667
21,653,21,0.7866666666666666,0.25333333333333335
22,653,22,0.8333333333333334,0.7466666666666667
23,653,23,0.18,0.8333333333333334
